Title,Sentiment,Withhold
Price of crude oil reaches new record high,-0.4,0.44999999999999996
Lessons (or Not) When a Start-Up Misses the Mark,0e+00,0.44999999999999984
Roadside bombs kill two British soldiers in Afghanistan,-0.3,0.0
"Amid New Faces, Alissa Czisny Is First in Short Program",0e+00,0.44999999999999996
"Wyeth Posts a Flat Quarter, Beating Outlook",0e+00,0.44999999999999973
America's Cup: Alinghi are fifth race victors,0e+00,0.7999999999999999
White House considers sending Guantanamo Bay prisoners to Illinois,-0.2,0.3
Dominican comedian Freddy Beras-Goico dies aged 69,0.2,0.44999999999999996
Bombings kill over 100 in Baghdad,0e+00,0.44999999999999984
Sears Tower Is Going Green,0.2,0.44999999999999996
British Prime Minister Tony Blair suffers defeat in vote on terror laws,-0.6,0.1499999999999999
Prison Term for a Seller of Medical Marijuana,-0.1,0.44999999999999996
DNA components found in meteorites,0e+00,0.4500000000000002
U.S. senators reach compromise on use of filibuster,-0.3,0.1499999999999999
Disneyland celebrates fiftieth anniversary,0.3,0.7999999999999999
Elgin Baylor and His Lawsuit Against the Clippers,-0.1,0.34499999999999975
Accountants Figure in Inquiry Into Madoff Fraud,0e+00,0.44999999999999984
Bankruptcy Looks Likely for Chrysler,0.5,0.44999999999999984
Arson charge for man who cleaned home with gasoline,-0.4,0.1949999999999999
Swiss court rules in favor of American account holder,0e+00,0
"29 Taliban Insurgents Killed, Coalition Says",-0.3,0.14999999999999986
Canadian merchant Ed Mirvish Dies at 92,0e+00,0.14999999999999986
Pakistan arrests 35 people suspected in US soldiers' death,-0.5,0
Rachel Alexandra Takes First Step Toward the Belmont,0.4,0.44999999999999996
Put Ad on Web. Count Clicks. Revise.,0e+00,0.45000000000000007
Local and regional elections held in Russia,0e+00,0.4500000000000002
Lyneham air base in England given all clear after bomb scare,0.5,0.29999999999999977
Rebuilding the Lions Is a Challenge for Martin Mayhew,0.1,0.4500000000000002
Libya frees foreign HIV medics,0e+00,0.4500000000000002
Centennial of 'father of contemporary Thai cinema' celebrated,0.1,0.3
"Boy, 9, Enters a Guilty Plea in 2 Killings in Arizona",0e+00,0
Spy Tale Roils Muddied Waters in Cup Dispute,0.2,0.44999999999999996
David Cameron elected new UK Conservative Leader,0e+00,0.44999999999999996
Cook Islands rugby league player Adam Watene dies after training session age 31,-0.3,0.14999999999999986
House Panel Says West Virginia Chemical Firm Withheld Information About Explosion,-0.2,0.44999999999999984
Kwaśniewski to end his term within 5 days,-0.4,0.44999999999999973
Ex-Banking Chiefs Still Collect Perks or Paychecks,-0.1,0.2999999999999999
British man involved in deal to drill for oil in Darfur,0e+00,0.0
Programs Try to Spur Move to Fuel-Efficient Cars,0e+00,0.45000000000000007
'Great' title for John Paul?,0.2,0.44999999999999973
"Two Great Players, One Great Moment at the British Open",0.8,0
"At an Age for Music and Dreams, Real Life Intrudes",0e+00,0.49999999999999994
Intergalactic Representatives at the U.N.,0e+00,0.4500000000000002
California Led U.S. in Job Losses in April,-0.2,0.9499999999999998
BC election writ drops; referendum campaigns underway,0e+00,0.46499999999999986
Pakistan: Peshawar hit by triple bomb blasts,0.1,0.44999999999999996
UK unemployment rate reaches thirteen-year high,-0.4,0.14999999999999997
Four Israeli Arabs killed by Army deserter,-0.2,0.14999999999999986
Bush Administration changes official position on legitimacy of Qur'an desecration allegations,-0.5,0.1499999999999998
Search underway after US B-52 bomber crashes off Guam's coast,-0.3,0
A Transfer of Power Brings Calm and Relief to the Illinois Capitol,0.1,0.44999999999999996
Eight mountaineers missing on Mont Blanc in French Alps after avalanche,-0.3,1.1102230246251565e-16
"Buffalo, New York warehouse fire injures 12 firefighters",0.1,0.1499999999999999
Los Angeles Times launches editorial wiki,-0.1,0.4500000000000002
"Trees continue to die in Houston, Texas",0e+00,0.44999999999999973
"Virginia Commonwealth, Now Well Known, Gains an N.C.A.A. Berth",0.4,0.3
"In U.S., British Libel Rulings Raise Concern",0e+00,0.2999999999999999
Obama Pushes Financial Regulatory Overhaul,0.3,0.44999999999999996
China launches Chang'e 2 lunar probe,0e+00,0.14999999999999997
Obama Set for First Step on Immigration Reform,0.2,0.4500000000000002
TV presenter Vernon Kay has to deny death claims after Wikipedia article claims he is dead,-0.8,0.2099999999999998
"Despite Recession, Demand for Skilled Labor Is High",0e+00,0.4800000000000001
Fiji's President abrogates constitution,0e+00,0.44999999999999996
Swaziland to receive financial bailout from South Africa,0e+00,0.45000000000000007
Tensions in the Mideast Reverberate in France,-0.1,0.45000000000000007
Loss in Milwaukee Leaves Mets Looking Up at .500,-0.1,0.3
Movies Sell Slowly at Sundance,-0.1,0.44999999999999973
Survey Reveals Broad Support for President,0.3,0.44999999999999996
U.S. Conservatives Lose an Optimist,0.2,0.44999999999999996
"Bomber Hits Checkpoint in Pakistan, Killing 20",-0.2,0.44999999999999996
"Polar bears reviewed to become ""threatened"" species",-0.1,0.44999999999999973
Australian Marcos Ambrose Is Rising Nascar Star,0.4,0.4500000000000002
"For Tight Times, Office Space on Flexible Terms",0.1,0.44999999999999996
Philadelphia Archdiocese suspends 21 priests for alleged sexual abuse,-0.6,0.15000000000000008
Gates Takes His Case for Military Budget on the Road,0.4,0.44999999999999996
"Murdoch drops BSkyB bid amid public, political pressure",-0.8,0.2999999999999999
A Familiar Path in Months Before Fatal Shooting,-0.1,0.44999999999999996
Knicks Acquire Hughes and Wilcox in Deadline Deals,0e+00,0.6
"High Court of Australia dismisses appeal against conviction, compulsory voting",-0.4,0.3
Mexican Billionaire Invests in The New York Times Company,0.1,0.4500000000000002
New Internet addresses tested on World IPv6 Day,0e+00,0.4500000000000002
"HSK Kormoran found, the search for HMAS Sydney continues",0e+00,0.45000000000000007
"Controlled explosion in Bristol, United Kingdom; man arrested on suspicion of terrorism",-0.3,0
UN warns neighbours of Turkey about bird flu,-0.3,0.2999999999999999
"From Kenya to Qatar (by Way of Holland), a Long Run",0e+00,0.2999999999999999
Siméus responds to the dismissal of Haitian justices,-0.1,0.14999999999999997
"As the Public Simmers, Obama Lets Off Steam",0.1,0.2999999999999998
Pope to lift restrictions on Latin Mass,-0.2,0.8
St Louis Cardinals win baseball's World Series,0.1,0.44999999999999973
EU's human rights court endorses Turkish headscarf ban,-0.5,0.3
UK mathematician Nick Higham wins Fröhlich Prize,0.2,0.47999999999999987
Family and Lawyer Fear for Reporter Who Threw His Shoes at Bush,0.1,0
"Digital Casting, Poised for a Role Beyond Hollywood",0e+00,0.4949999999999999
Police warn of possible bomb threat in central London,-0.4,0.4800000000000001
Fans Have Doubts as Fordham Basketball Struggles,0.2,0.45000000000000007
Russian and US satellites collide,0e+00,0.30000000000000004
Australian rules football: West Gippsland Latrobe Football League Finals week one results,0e+00,0
Hundreds of thousands of British public sector workers strike over planned pension changes,-0.5,0
ESA launches largest commercial telecom satellite,0.2,0.44999999999999996
"For Press, Rumors but No Evidence of Straying",-0.4,0.3
Suspected assassin of Turkish-Armenian journalist arrested,-0.5,0.3000000000000001
Severe weather warnings issued for much of UK,0e+00,0.44999999999999996
Al-Shabaab and AU peacekeepers clash in Somalia,0e+00,0.45
Beltran Gets a Second Opinion on His Right Knee,0.4,0.44999999999999996
Power outage traps 180 people in Gateway Arch,-0.7,0.15000000000000008
Three Drivers to Watch at the Indy 500,0e+00,0.1949999999999999
N. Korea Warns Over Stalled Talks,0e+00,0.44999999999999996
"Despite Fall, German Pair Win Skating Championship",0.1,0.44999999999999996
Agassi and Sharapova voted Wimbledon's sexiest champions on commercial website,0e+00,0.1499999999999998
Wikinews interviews Mr. Orange of IWL in Taiwan about wrestling,0e+00,0
Widespread strike action may hit France,-0.1,0.4500000000000002
"Olympic highlights: August 10, 2008",0e+00,0
"Missteps, and Quick Recovery, in White House With Strong Congressional Ties",0e+00,0.45
Shuttle Set to Lift Off With Station Parts,-0.1,0.7999999999999997
Punchless Mets Ground Themselves Into a Loss,-0.2,0.44999999999999996
No. 1 Texas Walks to Victory in the Ninth,0.5,0.14999999999999974
New Yorker's Obama cover sparks outrage,-0.7,0.45
Nigerian ex-governor James Ibori arrested in Dubai,-0.4,0.47999999999999987
Europe Wants U.S. to Join Carbon Trading Market,0e+00,0.30000000000000004
Canadian Government apologises for Residential Schools,0e+00,0.44999999999999984
"Chris Benoit mystery editor confesses: claims ""terrible coincidence""",-0.1,0.44999999999999996
"Hydrogen fuel cell cars promoted in various states, but U.S. federal funding cut",-0.3,0
"Iraqi PM, Russian leaders discuss energy deals",0.1,0.1499999999999999
"Cricket: Caloundra defeat Glasshouse in Sunshine Coast, Queensland division one limited overs final",0e+00,0
Schoolboy dies in Israel after bus hit by rocket from Gaza,-0.2,0.0
Russian geographer Andrey Kapitsa dies aged 80,0.1,0.44999999999999996
Anti-Bush protests turn violent in Argentina,-0.5,0.44999999999999973
American surgeon Michael E. DeBakey dies at age 99,0e+00,0.15000000000000008
Italian football: Roma and Lazio accused of fixing game,-0.6,0.015000000000000013
South African government appeals for calm after death of white supremacist,-0.2,0
"Amazon Has Strong Quarter, Unlike Other Retailers",0.7,0.4500000000000002
Somali pirates now hold 134 Filipino seafarers hostage,-0.4,0
Google provides Gmail access to American cell phone customers,0e+00,0.4499999999999999
"2007 FIFA U20 World Cup: Austria, Czech Republic, Spain and US make it to quarters",0e+00,0
Barnes & Noble Lays Off 100,0.4,0.44999999999999996
China Eastern Airlines to purchase twenty new Airbus A320 jets,0.1,0.14999999999999997
Report Finds Online Threats to Children Overblown,0.1,0.5250000000000001
Fiji court rules interim regime unlawful,-0.4,0.46499999999999986
Deadly forest fire in Spain claims lives of firefighters,-0.2,0.2999999999999999
"In Zimbabwe, Deal Likely to Fly or Fail This Week",-0.1,0.4500000000000002
Reticent Justice Opens Up to a Group of Students,0.2,0.5249999999999998
"New England, Canada brace for Hurricane Bill",0.2,0.2999999999999999
Fathers for Justice is coming to an end,-0.5,0.4500000000000002
IEEE approves 802.11n standard after six years,0.5,0.14999999999999997
Finnish police to receive guidance on Internet 'hate speech',-0.5,0.1499999999999999
Blog Geared to Women Yields New Site for Slate,0e+00,0.32999999999999974
"As Expected, Canada Cuts Key Rate to 1 Percent",-0.1,0.44999999999999996
"Radical left computer activists capture data of Blood and Honour web forum with 31,948 users",-0.4,0
Evo Morales hoaxed by a Spanish Church-owned radio station,0.1,0.2999999999999999
"Preakness won by Afleet Alex, Kentucky Derby Winner Third",0.2,0.45000000000000007
"Judging Honesty by Words, Not Fidgets",-0.3,0.2999999999999998
Three rebels in Indonesia killed in raids,-0.4,0.14999999999999997
Improved E-Mail Service From a Dedicated Device,0.6,0.44999999999999996
Nintendo Wii sales decrease in Japan,-0.3,0.2999999999999999
Web Sites Help Cellphone Users Find a Signal,0.1,0.30000000000000004
"As increase in digital music sales slows, record labels look to new ways to make money",0.1,0.1499999999999999
New on the Networks: Safe Formulas From the Past,0e+00,0.44999999999999996
Kenyan government and opposition agree on power sharing,-0.1,0.4499999999999999
Zagat Helps Bring Ratings to Health Care,0.8,0.44999999999999996
Guinea swears in civilian prime minister,-0.2,0.4500000000000002
Former Taiwanese President Chen Shui-bian detained,-0.2,0.44999999999999996
A Contrast in Policing Protests,-0.2,0.4500000000000002
Abducted teen in Florida found,0e+00,0.4500000000000002
Nixon Comments Disclosed on Abortion and Watergate,0e+00,0.44999999999999973
Eurozone unemployment rate reaches ten percent,-0.2,0.4500000000000002
A More Assertive Donovan Drives U.S. Soccer Ambitions,0.2,0.44999999999999984
G.O.P. Leader Wants to Be More Than Opposition,-0.1,0.44999999999999984
"First, an Awful Year for Mutual Funds. Now, the Tax Bill.",-0.4,0.4500000000000002
Details emerge of Honda's withdrawal from Formula One,-0.1,0
UN scientist: Eat less meat to tackle climate change,-0.2,0.14999999999999997
"Apple launches new, faster iPhone",0.4,0.4500000000000002
"Avery, With Wolf Pack, Is Grateful to Be Playing Hockey Again",0e+00,0.44999999999999996
Climate campaigners scale UK Parliament and hang protest banners from the building,-0.4,0.3000000000000001
Credit Suisse Posts $1.7 Billion Profit,0e+00,0.44999999999999996
Shares worldwide surge due to US government plan,0e+00,0.4499999999999999
Kidnapped Romanian journalists return home,-0.1,0.44999999999999996
Prospective Nobel Prize for Higgs boson work disputed,-0.1,0.44999999999999973
Several injured at campground in Maine as storm topples trees,-0.3,0.4499999999999998
New Zealand's worst behaved politicians list released,-0.8,0.4500000000000002
Gloomy Forecast for Australian Economy in 2009,0e+00,0.1500000000000002
"Two pilots killed in head-on collision at Radom Air Show, Poland",-0.3,0.365
Wind Farm Off Cape Cod Clears Hurdle,0.4,0.4500000000000002
South Korean city wins 2018 Winter Olympics,0.2,0
Rule Change for Workers on Farms,0.4,0.44999999999999996
UK Police evacuate Birmingham city centre,0e+00,0.2999999999999999
Mickelson Looks Back on His 73 With Regret,0e+00,0.4500000000000002
"India's Agni-III test termed a ""partial success"".",-0.1,0.4499999999999998
"Presidential candidate of Haiti, Dany Toussaint, arrested by United Nations troops",-0.2,0.3150000000000001
Bomb explodes on busy Beirut street,0.5,0.5100000000000001
Former Pantera-guitarist Dimebag Darrell killed on stage,-0.2,0.44999999999999984
Harry Potter and the Half-Blood Prince released,0.1,0.44999999999999996
S.E.C. Faces Fresh Scrutiny Over Trading Inquiry at Lehman,0.2,0.21000000000000013
"Netanyahu pushed previous prime minister Olmert to attack Iran, according to Wikileaks cables",-0.4,0.1499999999999999
Pitched Battle Between Bears and Bulls on Wall St.,0e+00,0.6
"With Murmurs of Change, an Omani Sultan Tightens His Grip",0e+00,0.44999999999999984
Questions raised over Mosquito device ahead of New South Wales trial,-0.3,0.1650000000000001
Rising Generation in Pakistan Sees Social Change as Their Responsibility,0.1,0.47999999999999987
Six Flags in Talks to Avoid Filing for Bankruptcy,-0.4,0.0
Top Hedge Fund Managers Do Well in a Down Year,0.4,0.44999999999999996
Independent Wisconsin legislative candidate to sue over censorship of controversial description,-0.6,0.3
Rodriguez May Return to Yankees Sooner Than Expected,0e+00,0.44999999999999996
Late-Breaking Madness as Cleveland State Upsets Wake Forest,0e+00,0.44999999999999973
Capitals Give Way as Lundqvist Stands His Ground,0e+00,0.45000000000000007
Exit poll: 55% of French voters say no to EU constitution,-0.5,0
"Leaders of UK, Ireland meet for emergency justice talks",0e+00,0.3300000000000001
War between top lawyers in Greece,0.2,0.45000000000000007
International Red Cross condemns Myanmar regime,-0.4,0.44999999999999984
Tropical Storm Dolly kills seventeen in Guatemala,0e+00,0.44999999999999996
Oculus unveils new prototype 'Virtual Reality' headset,0.1,0.3
Oil in Alberta spill may be carcinogenic,-0.5,0.45000000000000007
Several dead after gas station explosion,-0.7,0.44999999999999996
British Airways jet makes rough landing at London City Airport,-0.2,0.2999999999999999
Adam Air hits severe financial problems; may be shut down in three weeks,-0.6,0.4500000000000002
AFC Asian Cup: Qatar scores late to draw with defending champions Japan,0e+00,0.15000000000000002
"Police kill gunman in London, England",-0.4,0.3
"In Seeking Dollars, Nascar Goes Beyond Logos",0e+00,0.4500000000000002
"Automobile, motorcycle, and electronic industries center at TWTC & TWTC Nangang",0e+00,0
"Daw Aung San Suu Kyi, Burmese Pro-Democracy Leader, Goes on Trial",0.2,0.45000000000000007
"Tornado strikes London, injuring six",-0.4,0.44999999999999973
A Casino Rises in the Place of a Fallen Steel Giant,0.2,0.44999999999999984
Georgia withdraws from South Ossetia,0e+00,0.44999999999999973
Five U.S. defense contractor lobbying groups block ban on forced prostitution and labor,-0.7,0
"Pittsburgh Pirates defeat Philadelphia Phillies, 3-0",0.2,0.1500000000000002
Gunman shoots at gamblers at Las Vegas casino,-0.1,0.3
"Ford, Fiat to produce small cars together",0e+00,0.45000000000000007
"Blood Profiling System Flags 5 Cyclists, U.C.I Says",0e+00,0.14999999999999974
Canadian politician calls for terrorism inquiry into pie-throwing,-0.6,0.44999999999999996
Exports Plunge in China,-0.1,0.4949999999999999
'Top Model' winner Jaslene Gonzalez on her career and being a Latina role model,0.2,0
Newspaper editor shot dead in Iraq,-0.1,0.4500000000000002
"Billy Mays Is Gone, but His Infomercials Go On",0.3,0.44999999999999984
"Louisville Shakes Off Siena, With a Sigh of Relief",0.1,0.3
Palestinian protester killed by Israeli soldiers,-0.5,0.14999999999999997
Nine missing after US Coast Guard plane and Navy helicopter collide,-0.4,0
Two German scientists claim to have broken the speed of light,-0.4,0.16499999999999987
"With Smallest of Stables, Trainer Tom McCarthy Reaches Biggest Race",0.2,0.2999999999999998
"Saks Posts a Loss, While TJX Shows a Profit",-0.6,0.6499999999999999
Google Chief for Charity Steps Down on Revamp,0.4,0.44999999999999973
Hong Kong teenager murders mother and sister,-0.6,0.45
33 killed by firecracker blaze in India,-0.3,0.4500000000000002
"Families evacuated in Bristol, United Kingdom not allowed to return to home",-0.4,0.3
Economy - Bush toughens up on Central America,-0.1,0.4500000000000002
US and Iraqi forces kill 250 militants in Najaf fighting,-0.5,0
Kai-fu Lee: Developers will rule the next-generation Internet world,0.1,0.44999999999999996
Israelis United on Gaza War as Censure Rises Abroad,0.2,0.29999999999999977
Poll predicts another Liberal Party minority government in Canada,-0.4,0.2099999999999998
Final Harry Potter book goes on sale,0.1,0.3
Drug website surveys LSD users and culture,-0.4,0.44999999999999996
Exclusive look at Bebo,0e+00,0.44999999999999984
Australians enjoy second lunar eclipse for 2007,0.7,0.1500000000000002
"Study: cognitive therapy as good as medication, but lasts longer",0.3,0.30000000000000004
Seeking a Monaco on Biscayne Bay,-0.2,0.44999999999999996
NASCAR: Jamie McMurray wins 2010 Bank of America 500,0.1,0
Vanuatu PM accused of assaulting envoy,-0.8,0.4500000000000002
"Fukushima reactor suffers multiple fires, radiation leak confirmed",-0.2,0.3
Pope Benedict XVI confirms visit to Scotland as part of his UK tour,0e+00,0
Germany Going Into Elections Divided on Economic Approach,0e+00,0.44999999999999996
"Missing Manager, Mets Find Their Offense",-0.4,0.44999999999999996
Insurance Giant A.I.G. Takes Ex-Chief to Court,0e+00,0.44999999999999996
Even Forbes Is Pinching Pennies,0.2,0.44999999999999996
Bonus Money at Troubled A.I.G. Draws Heavy Criticism,0e+00,0.45000000000000007
Wine Market Struggles to Adjust in New Era,0.1,0.4500000000000002
US minimum wage moves to Congressional negotiations,0e+00,0.14999999999999997
Gilead to Buy CV Therapeutics for $1.4 Billion,0.3,0.44999999999999996
More Hotels Facing an Uncertain Future,0e+00,0.4500000000000002
Libricide plans on ice at University of Oslo,0.1,0.30000000000000004
Senate Committee hears bailout proposal,0e+00,0.44999999999999996
General of Egyptian army intends to use full force to stop protests,-0.3,0.1499999999999999
"Australian columnist 'offended, insulted, humiliated' fair-skinned Aborigines",-0.8,0.4800000000000001
Pristine African Park Faces Development,0.3,0.44999999999999996
Wikileaks claims ‘abuse of process’ in court case that resulted in wikileaks.org being taken offline,-0.6,0
"Ire Over a Columnist, an Author of Torture Memos",0e+00,0.46499999999999986
Haitian provisional government dismisses Supreme Court justices,0e+00,0.14999999999999997
Q & A with Stuart Elliott,0e+00,0.44999999999999973
PRIDE Critical Countdown 2005 results,0.1,0.14999999999999997
"In Ecuador, Resentment Oozes Long After an Oil Company Departs",-0.1,0.44999999999999996
Former IOC President Samaranch dies at 89,-0.1,0.4500000000000002
"Nissan to Cut 20,000 Jobs Amid Loss",0.4,0.14999999999999997
Little Relief Expected for Flood-Ravaged Brazil,-0.2,0.44999999999999973
Report says modernizing and repairing US bridges to cost $140 billion,-0.4,0.0
NASA issues survivability report on Columbia crash,-0.3,0.14999999999999974
"Lakers Leave No Doubt, but There Are Concerns",-0.1,0.3
Australian troops to provide front-line combat support in Iraq,0e+00,0.2099999999999999
Rebels Routed in Sri Lanka After 25 Years of War,-0.1,0.02999999999999975
"Dow Jones recovers hundreds of points, before losing them in minutes",0.8,0.30000000000000004
Rower Tuijn halfway across Pacific in record attempt,-0.3,0.7999999999999999
Vienna mayor criticises cancellation of Michael Jackson tribute concert,0.2,0
General Petraeus: Fight for Afghan town Marja is 'just the initial operation',0e+00,0.1499999999999999
"With Selection of Nicks, Giants Move On From Burress",0e+00,0.3300000000000001
Officials Say U.S. Wiretaps Exceeded Law,0.1,0.2999999999999999
Remaining Expedition 25 crew launch to space,0e+00,0.14999999999999997
Washington Taps Into a Potent New Force in Diplomacy,0.2,0.44999999999999973
McCartney campaign changing minds about IRA,-0.1,0.2999999999999999
Somali pirates release Greek-owned ship,0e+00,0.4499999999999999
Global markets surge in value,0.1,0.44999999999999996
Times Co. Plans Temporary Pay Cuts and Unpaid Leave for  Many Employees,0e+00,0.0
"Portland, Oregon mayor admits to sexual relationship he previously denied",-0.7,0.14999999999999974
Spain-based Santander agrees to purchase of UK bank Alliance & Leicester,0e+00,0.6999999999999997
New York Times reporter Judith Miller breaks silence on Plame leak investigation,-0.3,0
Azerbaijan win 2011 Eurovision Song Contest,0.3,0.14999999999999974
19 Kenyans arrested for 'witch' killings,-0.5,0.14999999999999997
Suicide bomber kills five Afghan children,-0.4,0.1650000000000001
I.M.F. to Release Second Part of a $16.4 Billion Loan to Ukraine,0.1,0
"Paul McCartney to be ""beamed up"" in first live concert to be broadcast in space",0e+00,0.45000000000000007
Japan Predicts 3.3% Economic Contraction This Year,0.1,0.4500000000000002
"Józef Rotblat, 1995 Nobel Peace Prize winner, dies",0.3,0.14999999999999974
German Physical Society demands nuclear disarmament,-0.2,0.44999999999999996
Jet flies 150 miles past destination in US; pilots say they were distracted,-0.5,0
Somali pirates threaten to kill British hostages in days,-0.6,0.3
Music Industry Imitates Digital Pirates to Turn a Profit,0e+00,0.4500000000000002
Building collapses in Mecca at eve of Hajj pillgrimage,-0.6,0.3000000000000001
Journalists deported from Fiji,-0.2,0.4949999999999999
Iranian president sends letter to Pope Benedict XVI,0e+00,0.2999999999999999
Election of new 7 wonders of the world: deadline approaching,0.5,0.1800000000000001
Janus Chief Resigns After Shaking Up Fund Manager,0e+00,0.44999999999999984
2nd Custody Hearing Is Canceled as Jackson Relatives Hold Talks,0.1,0
Carriers Sweeten the Deal for Prepaid Cellphones,0e+00,0.44999999999999996
41 killed by suicide bombing near Pakistan's Swat valley,-0.3,0.1499999999999998
Poland Seeks Missiles Regardless of Shield,0.4,0.44999999999999996
"Woman dies after being struck by fire truck hose in Cambridge, Massachusetts",-0.6,0.315
"Investigation into Washington, D.C. Metro crash finds need for new safety rules",-0.1,0.0
A New BlackBerry Curve Loaded With Features,0.2,0.44999999999999996
Geffen Said to Be Still Interested in The New York Times,0e+00,0.44999999999999973
"After Three Straight Titles, Jimmie Johnson Is Still Not Favored",-0.6,0.44999999999999996
Where Are the Upsets?,-0.1,0.44999999999999996
European Parliament committee backs visa-free travel for Balkan countries,0.1,0.1499999999999999
The Cowboys Win a Wild One,0.2,0.44999999999999996
Perez Sets PGA Tour Record and Keeps Lead at Hope Classic,0e+00,0.44999999999999973
JetBlue flight attendant accused of cursing at passenger granted bail,-0.8,0.3
Self-Defence party to stay on in the governing coalition of Poland,0e+00,0.45000000000000007
Troubled Times Bring More Ponzi Inquiries,-0.2,0.4500000000000002
Virtual Goods May Be a Blip,0e+00,0.44999999999999996
United States authorities bust multimillion dollar drug ring in New Jersey,-0.7,0.33
Gaddafi loses African Union chair,-0.4,0.44999999999999996
Marketing Campaigns Put Children and Mothers First,0e+00,0.44999999999999973
Who's the richest entertainer in Australia? The Wiggles of course!,0.2,0.14999999999999997
Julie Ditty wins ColemanVision Tennis Championship,0.1,0.4500000000000002
Death toll in fatal fire in Croatia climbs to eight,-0.1,0.3
Santana Provides Cure for All That Ails Mets,0.2,0.44999999999999984
International arms dealer Viktor Bout arrested in Thailand,-0.4,0.44999999999999984
House approves renewal of the Patriot Act,0.2,0.45000000000000007
US Senate advances health care reform bill,0.2,0.44999999999999996
An Arms Dealer Is Sentenced to 30 Years in a Scheme to Sell Weapons to Terrorists,0e+00,0.0
Decline of PC Sales Hurts Microsoft Again,-0.3,0.5250000000000001
Thain Resigns Amid Losses at Bank of America,0e+00,0.30000000000000004
Death toll in Arizona helicopter collision at seven as only survivor dies,-0.3,0
World Food Program told to leave North Korea,-0.4,0.44999999999999996
US stock markets soar after bailout plan,0e+00,0.44999999999999996
"As Bailouts Mount, Monetary Fund Weighs Issuing Its Own Bonds",0e+00,0.4500000000000002
First fertilised fish fossil found,0.2,0.44999999999999996
80 Are Killed in 3 Suicide Bombings in Iraq,-0.3,0.14999999999999997
6.8 earthquake strikes off coast of Colombia,0e+00,0.14999999999999974
"Hincapie and Armstrong, Former Teammates, Take on New Roles",0e+00,0.2999999999999999
"Amid the Gloom, Some Signs of Life",-0.1,0.7999999999999999
Asteroid slammed into Mars' northern hemisphere,-0.2,0.6
"At Buzzer, James Lifts Cavaliers and Ties Series",0e+00,0.7999999999999998
A Small Nevada Town Fears a Damaging Silence From Its School Bell Soon,0.4,0.44999999999999996
Judge Lets G.M. Dispose of Corporate Jets,0e+00,0.3149999999999997
Work Halted on Helicopter for President,0.1,0.44999999999999996
Filming the Flight of a Winged Maple Seed,0e+00,0.4500000000000002
ETA bomb kills soldier in northern Spain,0.2,0.2999999999999999
Citi Directors Face Angry and Critical Investors,0.1,0.2999999999999999
International Talk Like A Pirate Day held on Saturday,0e+00,0.44999999999999996
Next Shuttle flight delayed to next year; ISS crew begin spacewalk,-0.3,0.0
Tropical Storm Cindy threatens U.S. Gulf Coast,-0.5,0.2999999999999998
Russian journalist Anna Politkovskaya shot dead,-0.6,0.44999999999999996
DePaul Edges No. 21 Rutgers With a Strong Finish,0.2,0.44999999999999973
Illinois man charged in Facebook harassment case,-0.6,0.2999999999999999
A Plant That Thrives When Used as a Toilet,-0.2,0.44999999999999984
Neighbors Joined for a Battle Not All Would Win,0e+00,0.44999999999999984
Immigration raid at Ohio poultry plant,-0.2,0.44999999999999996
Weekend violence in Darfur complicates peace talks,0e+00,0.44999999999999996
Suicide bomber kills 24 children in Iraq,-0.4,0.14999999999999997
"Voting Rights Elude Some Florida Ex-Felons, Study Says",-0.1,0.45000000000000007
EU looks set to continue arms embargo on China,-0.2,0.6000000000000001
Sweden suspends commercial flights to Iraq amid allegations of attempted shootdown,-0.5,0.1499999999999999
"Heavy Rain and Floods in Sri Lanka: Over 50,000 Families Affected",0.1,0
Lawmakers Move Quickly on Stimulus Vote,0.4,0.44999999999999984
"Crossing guard killed by truck in Glasgow, Scotland",-0.6,0.19500000000000012
"Greek Prime Minister sworn in, new cabinet appointed",0e+00,0.44999999999999996
Two men fined over 2006 German train crash that killed 23,-0.5,0
Scottish woman on 'Britain's Got Talent' becomes YouTube sensation,-0.3,0.030000000000000027
Casey Stoner wins 2011 Catalunya MotoGP,0.2,0.1500000000000002
Apple Inc. unveils iPad 2 tablet,0.2,0.14999999999999997
States Seek to Jam Prison Cellphone Signals,0.1,0.44999999999999973
Trio found with €440 million of cocaine receive a total of 85 years imprisonment,-0.5,0
"Brookfield, Wisconsin man charged with stealing toilet and urinal parts",-0.7,0
"Two people killed in aircraft crash in Hampshire, England",-0.4,0
"Philippine fireworks factory explosion kills at least 8, injures 70 more",0e+00,0
Massachusetts Speaker Gives Reason for Quitting,0e+00,0.44999999999999973
Questions and Answers With Ramon Scruggs,0.1,0.45000000000000007
Gbagbo appears at international court for alleged crimes against humanity,-0.7,0.3
"For Tiger Woods, Timing Is Everything",0e+00,0.44999999999999973
Constitutionality of DNC Florida primary to be decided in appeal,0e+00,0.3
For-Profit Approach to World News at GlobalPost,0e+00,0.45000000000000007
Microsoft releases Windows Phone 7 to manufacturing,0e+00,0.14999999999999997
Top two aides quit US presidential candidate McCain's campaign,-0.2,0
Two Chicago schools evacuated as suspicious package found,-0.4,0.14999999999999986
UBS Given a Short Window to Release Documents,0e+00,0.44999999999999996
"Witnesses saw truck ""rev up and race"" before recent Texas oil refinery blast",-0.1,0
Missouri Is Too Much for Cornell,0.2,0.4500000000000002
Obama's suspension of Guantanamo repatriations criticized,-0.4,0.3
